entry_time,exit_time,break_duration,department
10:32:16,18:00:25,,Unknown
10:19:30,Unknown,65,Data
Unknown,,82,Sales
,17:56:48,,Unknown
08:52:57,17:41:34,cfasew,Sales
,Unknown,70,Data
09:52:32,17:42:54,32,Product
08:35:43,Unknown,42,Sales
10:36:06,17:52:50,56,Logistics
08:48:37,16:28:35,cfasew,Data
08:48:51,,33,Product
09:43:01,16:26:17,47,Unknown
,,cfasew,Marketing
,18:03:55,51,IT
,,33,
09:10:08,18:17:23,46,Finance
,17:46:30,66,
09:48:07,17:14:51,,Finance
10:40:22,16:13:10,75,Unknown
08:40:33,16:08:18,cfasew,Data
Unknown,18:42:52,82,Unknown
08:46:37,18:26:07,,Unknown
09:07:24,,36,
09:42:59,17:10:09,,Unknown
09:28:02,18:31:29,,Data
,17:59:26,36,Accounting
08:22:57,,cfasew,Unknown
08:02:02,16:06:18,55,Unknown
,17:32:18,65,Finance
09:56:27,17:18:20,75,Unknown
,17:51:24,82,Accounting
10:29:34,18:50:02,48,Sales
,Unknown,74,Unknown
09:38:36,17:18:45,84,
09:46:25,16:23:45,52,IT
,16:28:44,82,Unknown
09:25:20,16:37:39,,IT
08:42:45,18:22:17,54,Finance
,,41,Marketing
,Unknown,51,Accounting
08:15:03,18:36:58,75,Unknown
09:03:39,16:31:34,,Unknown
10:06:02,16:48:21,38,Accounting
Unknown,,79,Data
09:37:32,Unknown,,Unknown
09:35:08,18:28:09,66,Accounting
,16:03:45,76,Sales
08:25:07,16:00:34,76,Finance
Unknown,17:43:45,69,
,,84,Product
08:42:43,17:54:37,67,
10:31:32,16:05:42,80,Sales
,16:24:23,71,Logistics
10:28:05,17:55:05,60,Unknown
Unknown,17:45:09,69,Product
Unknown,Unknown,,Data
Unknown,17:26:56,67,
10:45:59,17:00:10,71,Marketing
,17:03:27,,Unknown
Unknown,16:11:03,80,Product
10:07:56,18:46:37,87,Unknown
08:18:39,18:16:00,85,Finance
Unknown,18:47:40,,Unknown
Unknown,17:39:19,cfasew,Product
Unknown,Unknown,cfasew,Unknown
09:42:27,16:37:03,65,Data
10:12:11,16:41:58,,Unknown
09:56:11,17:50:32,61,Accounting
08:04:14,17:45:27,31,
Unknown,Unknown,cfasew,Marketing
08:57:45,18:58:57,cfasew,Data
10:14:24,18:48:24,cfasew,Unknown
10:39:25,16:50:59,89,Logistics
10:53:57,18:41:01,cfasew,Unknown
Unknown,17:57:07,58,
08:05:49,18:02:57,,
08:00:24,,82,
09:07:40,18:12:11,cfasew,
09:17:59,18:01:09,,Accounting
09:04:00,16:09:31,73,Product
,18:39:00,60,Unknown
,,59,
,,,
10:23:50,Unknown,61,
Unknown,17:22:04,cfasew,Marketing
Unknown,,88,Sales
08:02:08,17:34:15,45,
09:45:03,18:21:03,,
10:38:59,16:09:41,,Data
Unknown,Unknown,cfasew,
09:51:26,Unknown,85,Sales
,16:29:17,49,Sales
,,41,Finance
09:24:52,18:35:55,82,Marketing
,16:08:04,,Logistics
10:12:28,,,Logistics
Unknown,Unknown,,Logistics
Unknown,16:12:39,cfasew,Unknown
Unknown,18:39:25,cfasew,Product
,16:21:27,62,Logistics
08:15:41,Unknown,45,
Unknown,,cfasew,
10:21:50,17:55:42,,Logistics
09:35:37,18:47:46,66,Marketing
09:50:58,17:44:52,71,Accounting
10:31:24,18:51:28,42,IT
09:58:53,18:34:33,78,Finance
Unknown,16:57:05,35,
08:47:31,18:55:08,57,Finance
09:28:27,18:41:00,,Sales
,18:38:29,88,Unknown
08:24:11,18:35:31,,Data
08:32:03,18:16:46,68,Accounting
09:36:07,Unknown,66,Unknown
Unknown,18:44:19,82,Unknown
Unknown,17:13:35,cfasew,Unknown
10:41:25,18:24:47,72,
08:55:58,Unknown,cfasew,
09:24:48,16:49:57,61,Accounting
,Unknown,45,
08:57:36,16:23:15,54,IT
Unknown,17:13:08,49,Accounting
,17:36:32,69,Finance
,16:11:20,cfasew,Logistics
10:46:07,16:18:13,cfasew,Data
09:20:30,,69,Sales
,16:18:22,cfasew,Unknown
10:20:54,Unknown,43,Unknown
10:43:34,16:26:33,76,Unknown
08:15:53,Unknown,cfasew,Finance
10:47:52,18:36:52,69,Marketing
10:03:39,16:29:28,56,Unknown
08:00:05,Unknown,cfasew,Accounting
,17:11:06,cfasew,Product
08:18:43,16:44:43,33,Logistics
Unknown,Unknown,,IT
08:01:45,16:11:57,46,Product
10:21:23,Unknown,56,Unknown
10:07:27,17:47:35,cfasew,Unknown
Unknown,Unknown,53,Accounting
08:54:19,16:15:51,,Finance
10:42:05,18:00:39,51,Logistics
09:31:21,Unknown,49,Finance
Unknown,16:52:21,30,Logistics
09:34:03,16:48:17,cfasew,Logistics
,17:59:31,49,Marketing
10:58:52,17:21:04,70,
,18:16:38,85,
,18:07:14,50,Unknown
09:49:22,Unknown,68,Unknown
10:12:11,17:54:56,44,Logistics
10:37:32,,,Product
10:55:15,,cfasew,Unknown
10:38:41,Unknown,82,Sales
10:10:47,18:51:28,cfasew,Marketing
Unknown,Unknown,,
09:23:42,16:49:11,,Sales
10:05:37,Unknown,,
10:14:55,18:53:55,64,Unknown
08:22:42,17:16:42,75,Data
Unknown,,42,Marketing
Unknown,18:59:46,62,Accounting
10:45:41,Unknown,56,Data
08:41:57,Unknown,54,Logistics
,Unknown,cfasew,Product
09:12:29,17:13:08,81,Accounting
09:38:02,16:19:54,84,
08:43:55,,71,Unknown
,16:03:37,50,Accounting
Unknown,16:36:55,73,Product
10:58:03,Unknown,cfasew,Finance
,Unknown,86,Unknown
09:39:49,Unknown,64,Unknown
09:51:54,Unknown,,Unknown
Unknown,Unknown,65,IT
10:18:21,Unknown,63,
08:11:16,Unknown,81,Unknown
10:25:21,18:25:55,,Data
08:15:09,,,Product
10:36:09,,88,Product
Unknown,Unknown,,
Unknown,Unknown,cfasew,Accounting
,,45,IT
Unknown,Unknown,65,Unknown
10:08:20,17:50:47,cfasew,
08:26:30,17:40:26,81,IT
Unknown,Unknown,78,Accounting
,,89,Unknown
10:05:21,17:22:43,31,Product
08:59:38,17:19:40,72,Finance
Unknown,18:42:48,86,Data
09:34:13,16:11:24,48,Finance
10:14:15,17:02:01,40,Logistics
Unknown,16:13:32,85,Finance
10:24:04,18:10:32,cfasew,Finance
09:12:34,17:57:30,63,Product
10:14:51,18:51:49,cfasew,Finance
08:46:09,,,Logistics
08:45:40,17:38:11,,Unknown
09:44:25,16:16:41,cfasew,Logistics
Unknown,18:17:31,cfasew,Unknown
09:44:02,17:17:38,cfasew,Product
08:04:09,Unknown,34,Finance
08:20:40,17:37:48,cfasew,IT
09:50:06,Unknown,cfasew,Product
,16:08:54,62,Product
Unknown,18:16:24,36,Product
10:56:18,Unknown,cfasew,Logistics
10:42:45,18:20:44,65,Accounting
08:08:50,Unknown,cfasew,Accounting
10:59:52,16:15:15,,Marketing
09:33:01,,76,
09:11:23,17:21:42,cfasew,Finance
09:10:40,Unknown,61,Accounting
Unknown,18:16:18,,
,Unknown,66,
Unknown,17:46:42,74,Logistics
09:21:38,18:28:36,cfasew,Logistics
09:10:15,,38,Accounting
10:30:31,16:37:54,85,IT
Unknown,18:58:12,81,Marketing
09:12:16,,89,IT
10:29:12,Unknown,,Logistics
,Unknown,cfasew,Data
08:16:21,,cfasew,Sales
10:24:51,17:01:24,,Finance
09:40:05,Unknown,,IT
Unknown,16:50:53,56,Marketing
Unknown,16:54:42,51,Unknown
Unknown,Unknown,,Unknown
09:21:01,Unknown,cfasew,Marketing
Unknown,18:18:26,63,
,17:04:33,,Unknown
10:17:15,18:07:56,58,Unknown
,18:54:47,37,Marketing
09:26:35,17:38:02,68,Sales
09:28:30,Unknown,54,Unknown
10:54:51,18:30:47,cfasew,Product
08:09:54,,,Product
Unknown,18:57:10,56,IT
08:42:58,16:31:02,71,Logistics
10:10:59,17:50:49,79,Unknown
10:46:39,16:30:11,56,Unknown
08:58:35,18:28:09,58,Finance
10:54:47,,73,Unknown
Unknown,16:08:47,61,Data
Unknown,,42,Logistics
10:24:38,17:15:09,69,Sales
10:10:29,,85,Marketing
09:18:20,16:48:58,,
08:37:50,17:50:36,50,Unknown
Unknown,Unknown,88,Product
Unknown,18:59:27,63,Finance
09:11:41,17:03:26,40,Product
08:27:00,18:19:27,cfasew,Unknown
08:21:20,18:38:37,58,Accounting
08:52:24,16:32:57,31,Marketing
10:59:21,17:58:08,68,Unknown
Unknown,17:16:28,,
09:03:23,,68,Marketing
08:22:25,17:00:35,53,
Unknown,17:10:21,49,Accounting
Unknown,Unknown,50,IT
09:51:56,18:22:15,44,Finance
10:18:38,18:15:49,31,IT
09:25:55,18:22:55,cfasew,IT
Unknown,17:46:34,cfasew,
08:11:42,17:00:51,cfasew,Logistics
10:42:04,18:38:14,cfasew,Logistics
Unknown,18:13:41,cfasew,Data
08:44:09,16:33:06,cfasew,Accounting
10:25:43,17:20:37,88,Unknown
10:39:28,16:54:17,43,Data
,Unknown,cfasew,Unknown
09:52:59,16:38:04,31,Logistics
Unknown,18:11:40,89,Unknown
,18:26:30,cfasew,Accounting
08:02:52,,89,Unknown
08:57:56,,,Data
10:22:01,17:50:36,41,Marketing
08:54:09,18:37:15,,Marketing
10:48:49,17:07:59,85,Sales
Unknown,16:14:46,,Unknown
10:04:41,Unknown,76,Unknown
10:03:16,16:12:58,62,Unknown
,17:00:07,62,
Unknown,17:29:20,cfasew,Logistics
10:49:36,17:43:51,81,Sales
08:37:50,16:08:51,64,
09:17:38,17:38:25,86,Accounting
Unknown,Unknown,56,Unknown
09:40:40,Unknown,62,Accounting
08:43:18,18:50:29,55,Unknown
,18:29:00,,IT
09:41:42,18:00:12,51,Marketing
08:20:46,Unknown,cfasew,Logistics
Unknown,Unknown,cfasew,Finance
Unknown,16:58:25,58,Accounting
10:01:14,17:46:47,81,Unknown
09:19:02,Unknown,36,IT
Unknown,,cfasew,Unknown
08:31:19,17:21:06,43,
09:54:53,18:31:59,79,
,,,Accounting
09:15:40,16:58:21,,Marketing
09:40:10,Unknown,47,Finance
Unknown,,38,Data
,Unknown,79,Marketing
10:31:14,,79,IT
08:37:56,18:37:57,,
,,78,
09:06:51,,54,Product
09:38:56,17:54:59,cfasew,
08:55:38,Unknown,84,Finance
10:43:52,Unknown,79,Unknown
10:48:04,,,Product
Unknown,16:08:58,cfasew,Marketing
09:44:22,17:56:02,cfasew,
10:43:15,Unknown,,IT
08:39:09,16:52:07,cfasew,Unknown
,Unknown,cfasew,Unknown
09:55:00,17:08:00,cfasew,Sales
,16:48:00,66,Unknown
08:33:29,17:31:04,56,Finance
Unknown,18:36:35,35,Marketing
08:02:56,,cfasew,Unknown
Unknown,17:24:04,81,Marketing
08:46:23,18:02:07,68,Marketing
,17:05:36,,Finance
10:18:26,18:54:38,cfasew,Sales
,17:50:05,80,Finance
09:15:11,Unknown,77,Unknown
Unknown,17:08:13,60,Unknown
08:13:47,Unknown,84,Unknown
Unknown,Unknown,cfasew,
,Unknown,39,Accounting
08:09:18,Unknown,cfasew,
,16:57:39,cfasew,Sales
,18:23:10,cfasew,
09:08:43,17:15:00,cfasew,Sales
10:31:52,16:29:45,31,Logistics
Unknown,16:16:51,30,Data
Unknown,16:25:05,61,Finance
09:06:38,18:00:52,84,IT
10:28:07,,81,
,,66,Accounting
,18:07:39,58,Sales
Unknown,Unknown,60,
Unknown,,73,
,16:11:59,66,Product
,,67,Data
10:34:05,16:22:59,,
,16:34:55,52,Logistics
08:48:12,,43,Sales
,18:12:05,67,
10:40:21,18:51:35,cfasew,
,Unknown,62,
10:49:31,16:26:57,61,Marketing
,17:52:53,cfasew,Data
Unknown,Unknown,62,Product
09:44:07,,74,
,Unknown,cfasew,
10:16:30,18:02:43,35,Marketing
08:23:36,17:36:40,90,Marketing
Unknown,,30,Marketing
10:49:15,18:13:19,62,Marketing
Unknown,16:58:17,57,Accounting
Unknown,,,Unknown
08:51:01,18:50:54,53,Product
08:46:04,16:22:25,72,Marketing
,18:56:13,cfasew,Unknown
10:37:23,16:00:21,71,IT
,16:27:24,,Unknown
08:57:01,,36,Sales
08:55:49,16:33:48,cfasew,Finance
08:29:24,Unknown,65,Sales
09:54:16,16:28:51,cfasew,
,16:45:37,,Marketing
09:17:52,17:42:40,cfasew,Product
08:23:21,,44,Unknown
08:01:32,17:55:17,63,Data
08:43:33,Unknown,cfasew,Unknown
08:16:31,16:33:45,cfasew,Accounting
Unknown,18:15:29,,Unknown
10:38:04,Unknown,75,Marketing
Unknown,Unknown,,Marketing
Unknown,18:10:08,74,Product
08:13:29,17:06:32,,Logistics
09:59:44,16:30:51,cfasew,Logistics
10:00:01,18:22:30,52,
08:31:33,16:08:15,84,Accounting
08:38:08,16:35:11,47,Finance
,Unknown,34,Unknown
08:27:38,16:36:34,63,IT
09:51:16,16:37:15,,Logistics
,16:09:35,42,Finance
08:01:36,16:50:55,,Logistics
08:57:34,17:06:04,,Unknown
09:28:59,16:20:54,,Unknown
,16:20:45,34,Accounting
09:56:06,,56,
09:41:52,Unknown,58,Data
08:22:50,17:17:12,,Unknown
10:02:59,16:32:35,cfasew,Finance
Unknown,Unknown,53,Unknown
10:55:42,Unknown,44,
10:21:42,18:16:39,83,Unknown
08:21:10,18:44:26,,Product
Unknown,,61,Sales
Unknown,Unknown,50,Unknown
09:56:14,,41,Sales
Unknown,18:13:08,76,Unknown
08:06:17,16:50:40,34,
Unknown,18:46:31,cfasew,Product
10:29:47,,,
09:23:38,18:50:56,53,Product
09:59:47,16:55:38,cfasew,
Unknown,17:18:01,30,Logistics
09:45:48,18:01:56,62,Accounting
08:01:59,18:13:55,,Logistics
10:12:04,Unknown,,Unknown
10:42:16,18:07:09,33,Unknown
,Unknown,85,Accounting
09:37:02,18:48:26,75,Accounting
10:35:34,Unknown,,Unknown
09:06:42,16:15:12,82,Accounting
10:36:32,18:44:08,55,Product
09:45:00,,,Unknown
,Unknown,42,Unknown
10:02:36,,73,Unknown
09:05:25,18:39:22,67,Accounting
08:52:16,,83,Sales
10:27:58,Unknown,50,Unknown
09:35:37,18:55:14,86,Unknown
10:57:12,Unknown,cfasew,IT
08:26:51,16:23:54,,Sales
10:10:13,,32,Unknown
,18:32:06,43,
10:19:24,Unknown,61,Marketing
09:33:15,16:29:15,,Marketing
08:19:57,16:28:03,80,Accounting
Unknown,,86,Accounting
08:22:42,18:01:35,79,Marketing
09:39:03,Unknown,81,Data
08:04:05,18:08:15,46,Product
10:09:32,16:43:32,cfasew,Product
,17:36:33,cfasew,Marketing
09:32:35,18:57:58,38,Accounting
09:02:29,18:18:35,79,
10:04:50,17:30:42,76,IT
,17:50:25,,Marketing
Unknown,16:24:52,40,Data
08:01:57,17:07:08,cfasew,Marketing
Unknown,18:59:24,,Unknown
Unknown,18:46:33,cfasew,Marketing
10:09:03,Unknown,64,Unknown
09:02:38,16:39:49,,Unknown
Unknown,17:14:30,38,IT
10:46:03,16:34:49,,Accounting
Unknown,18:17:25,,Finance
,Unknown,78,Data
10:33:56,17:24:49,89,Finance
10:19:46,17:46:13,39,Sales
09:53:31,16:17:44,35,Finance
10:06:00,,31,Marketing
Unknown,16:32:00,cfasew,Finance
Unknown,16:23:11,,IT
10:02:40,17:34:28,37,Finance
,Unknown,38,
09:24:28,17:46:59,82,
08:57:55,17:32:57,,Data
Unknown,16:56:53,73,Unknown
10:12:56,,79,Marketing
Unknown,18:16:32,85,IT
09:45:59,18:17:36,cfasew,Finance
10:36:50,17:35:16,51,
,16:39:52,33,Product
,16:46:55,cfasew,Unknown
08:35:50,Unknown,78,Sales
09:14:32,Unknown,30,IT
09:54:33,16:04:17,cfasew,Unknown
09:15:42,16:27:10,72,
10:44:49,Unknown,53,
10:28:37,16:39:38,cfasew,Unknown
08:39:03,17:14:08,46,Logistics
Unknown,18:25:13,,Accounting
08:56:11,,81,
10:27:46,18:42:32,82,Marketing
Unknown,Unknown,,Unknown
10:30:49,Unknown,,Unknown
09:34:45,17:48:12,78,
,18:50:55,81,
Unknown,17:47:20,,Data
Unknown,16:48:28,,Accounting
Unknown,Unknown,57,Marketing
09:47:43,Unknown,46,IT
,17:54:13,,Unknown
Unknown,16:40:34,50,IT
08:05:46,18:01:15,cfasew,Product
10:18:11,Unknown,88,Unknown
,,,Accounting
Unknown,18:57:52,80,Accounting
10:59:10,17:56:58,60,Sales
09:44:17,,,Product
09:11:26,16:40:08,cfasew,Sales
08:37:38,16:07:28,62,
Unknown,18:06:54,70,Sales
09:45:46,17:49:34,,IT
Unknown,,,Unknown
Unknown,16:41:03,,
10:29:22,17:56:42,44,Logistics
09:05:36,16:50:00,,
08:12:03,18:48:49,cfasew,Data
09:06:17,Unknown,cfasew,
08:32:24,18:40:06,35,Accounting
Unknown,16:15:32,62,IT
08:16:21,18:41:37,81,Logistics
10:03:01,18:49:00,73,
08:17:40,,37,IT
08:26:04,,37,Accounting
08:28:29,18:15:32,,
08:22:23,17:45:38,57,Sales
08:45:00,18:08:18,77,Marketing
10:35:39,,82,Unknown
,,cfasew,Accounting
09:43:26,16:30:45,,Sales
09:33:20,Unknown,61,
,16:43:11,,
09:25:09,,64,Marketing
10:03:30,17:30:03,88,Product
Unknown,18:05:46,85,Finance
,,,
09:37:37,18:51:38,37,Logistics
Unknown,,69,
Unknown,,45,IT
10:01:00,17:32:55,cfasew,IT
09:14:20,,71,Finance
08:43:33,Unknown,cfasew,
09:33:36,Unknown,34,IT
10:53:58,,68,
Unknown,18:20:22,67,Data
09:42:01,Unknown,50,Product
08:28:46,17:55:11,48,Product
08:29:00,16:06:40,,Sales
08:16:29,16:24:32,88,
Unknown,17:48:37,75,Sales
09:01:44,16:10:53,39,
10:03:58,18:11:29,77,Finance
,18:09:34,,Sales
,17:01:54,cfasew,IT
09:45:36,,67,IT
08:23:22,17:06:49,77,Accounting
09:53:42,17:17:11,cfasew,Product
09:18:19,Unknown,cfasew,Unknown
09:35:45,18:56:59,73,Sales
10:30:27,17:04:20,81,Accounting
08:02:25,,57,
08:00:48,,46,Sales
10:27:40,17:07:32,40,Accounting
09:43:29,17:37:01,63,Sales
08:18:23,18:58:48,68,Sales
10:18:59,16:39:05,84,Accounting
Unknown,,44,Sales
10:53:19,18:39:01,65,Unknown
,16:58:26,41,Unknown
08:40:28,,87,Marketing
08:09:17,16:19:12,38,
10:30:51,16:15:45,,Product
10:34:28,18:02:33,,Unknown
09:58:10,18:00:57,82,Unknown
10:42:18,18:23:44,cfasew,Unknown
08:26:55,17:00:34,59,Unknown
Unknown,17:59:24,56,
09:25:47,16:06:38,65,Marketing
,18:29:35,64,Unknown
09:52:33,18:00:30,38,Sales
,17:11:48,,Data
Unknown,,73,Data
09:50:20,18:26:23,,Logistics
08:45:12,16:35:53,81,Accounting
10:10:06,Unknown,34,Unknown
Unknown,16:19:52,60,Sales
Unknown,17:07:03,cfasew,Unknown
08:03:43,16:41:05,30,
,17:24:01,,Finance
,18:13:16,33,Finance
10:58:51,Unknown,81,Sales
Unknown,Unknown,70,Unknown
08:50:46,16:20:45,cfasew,
10:35:34,16:48:41,,Finance
08:12:44,18:55:15,cfasew,Product
10:23:15,17:02:43,86,Unknown
Unknown,Unknown,59,Data
10:21:09,Unknown,,Unknown
10:47:32,16:03:27,47,Finance
Unknown,,76,Data
10:47:24,17:11:55,cfasew,
09:21:06,,83,Finance
,18:18:47,83,Finance
,,69,Marketing
Unknown,17:26:26,,Sales
10:35:54,16:33:43,35,Data
10:25:29,Unknown,cfasew,IT
09:21:56,18:20:57,52,
09:05:14,17:24:55,cfasew,Finance
Unknown,16:03:31,60,Data
09:00:29,18:20:24,cfasew,Unknown
Unknown,,90,Finance
10:48:33,16:20:47,40,
,18:12:31,48,Marketing
08:16:15,17:02:19,,
10:39:21,18:00:35,68,Marketing
10:35:57,18:17:16,31,Sales
10:32:26,17:35:47,46,Sales
,Unknown,cfasew,IT
08:08:21,,64,Product
,18:54:45,cfasew,Accounting
09:57:58,16:15:41,84,Unknown
Unknown,Unknown,47,IT
08:38:48,16:25:18,,Finance
,Unknown,cfasew,Logistics
09:30:29,16:37:55,48,Finance
,17:00:55,cfasew,Sales
09:43:41,16:00:36,51,Unknown
Unknown,16:37:52,37,Product
,18:31:56,49,Data
08:54:52,17:14:54,54,
,17:26:23,,Product
08:20:14,16:28:11,52,Data
08:39:16,16:52:33,cfasew,Logistics
09:12:42,,73,
09:51:32,17:37:12,72,Logistics
Unknown,Unknown,70,Unknown
09:19:56,,66,Unknown
09:22:45,17:55:19,52,Unknown
09:32:37,17:33:12,cfasew,Marketing
,17:14:21,65,Product
08:44:29,,cfasew,Logistics
09:58:36,17:19:09,40,Marketing
Unknown,17:01:09,74,Logistics
10:27:25,,,IT
10:02:19,,53,
08:08:34,Unknown,,
08:48:48,16:47:49,76,Unknown
,18:03:26,84,Unknown
Unknown,16:59:44,,Finance
09:25:53,17:02:48,68,Sales
,18:05:09,63,
08:33:14,Unknown,cfasew,
10:01:37,18:04:48,48,Marketing
09:37:58,Unknown,,Finance
Unknown,,67,Product
10:40:41,18:25:28,,Finance
08:19:18,16:50:31,83,Logistics
08:35:23,Unknown,88,Sales
10:32:56,16:23:13,33,Product
,18:41:47,69,Marketing
Unknown,Unknown,,Marketing
09:08:58,17:49:40,,Unknown
09:48:30,17:39:28,71,
08:29:59,18:40:49,,Product
09:32:46,Unknown,64,
08:11:38,18:16:22,87,Finance
,16:56:07,,Finance
10:57:30,Unknown,55,IT
10:12:21,18:04:35,43,Unknown
09:49:57,18:05:04,cfasew,Finance
,16:51:42,cfasew,
,,57,
10:52:08,18:00:04,36,Finance
Unknown,17:56:25,31,Marketing
Unknown,17:08:58,75,Marketing
,17:16:51,43,Data
10:15:09,17:25:26,68,Accounting
Unknown,,56,Product
09:43:27,Unknown,83,Finance
10:41:40,17:01:07,41,IT
,,62,
Unknown,Unknown,40,Finance
08:00:29,Unknown,82,Unknown
10:50:09,Unknown,cfasew,IT
Unknown,16:32:26,,Product
10:42:34,18:02:28,,Finance
09:20:05,Unknown,,
09:06:08,18:16:40,cfasew,IT
Unknown,16:04:01,,
10:41:45,,,Finance
,18:50:21,44,Product
,,cfasew,Finance
,18:52:38,cfasew,Logistics
09:55:55,Unknown,42,Marketing
Unknown,,cfasew,Unknown
08:44:10,,55,Data
10:52:51,,cfasew,Unknown
,17:18:39,80,Logistics
08:33:59,,72,Logistics
09:02:20,18:12:16,,Sales
08:24:46,17:28:36,54,Marketing
,,,IT
10:08:33,17:33:37,32,Finance
09:23:57,,,Unknown
08:50:12,17:47:59,cfasew,
10:21:13,16:08:11,86,Marketing
,18:46:38,cfasew,Sales
09:25:27,18:03:27,69,IT
Unknown,16:19:39,,
10:51:59,18:58:30,66,Unknown
09:48:11,17:15:20,79,Unknown
08:55:05,16:28:48,,Finance
10:40:34,17:40:48,79,Logistics
09:02:18,17:43:36,52,
10:39:34,18:33:55,43,Marketing
09:03:44,18:34:58,49,Unknown
Unknown,16:56:46,55,Unknown
10:58:04,16:29:47,90,Marketing
10:00:59,16:57:04,,Unknown
08:50:22,17:39:07,50,Logistics
08:31:55,,90,Data
10:55:03,Unknown,51,Accounting
08:50:18,18:53:17,cfasew,Logistics
Unknown,Unknown,cfasew,Finance
09:15:55,16:23:38,63,IT
Unknown,17:57:03,85,Accounting
09:31:08,17:52:28,67,Unknown
08:22:30,,,Data
,17:56:59,39,Data
Unknown,,50,Sales
09:52:12,,85,Unknown
08:26:42,17:13:24,,
,18:04:32,66,
10:15:54,18:28:03,52,Product
09:52:01,18:26:56,42,Accounting
,,45,Data
09:47:02,17:07:26,35,Unknown
09:37:04,16:33:39,53,IT
10:26:53,16:49:15,31,Marketing
,16:18:48,73,Data
08:19:05,18:23:20,cfasew,Logistics
Unknown,16:49:40,,Product
10:47:50,16:39:49,30,Sales
,Unknown,45,
10:48:02,Unknown,,Sales
10:30:42,18:49:11,64,IT
09:06:31,16:32:45,68,Logistics
Unknown,16:43:21,,Logistics
10:10:42,18:43:28,70,Finance
09:43:47,18:29:21,cfasew,Sales
,16:49:10,cfasew,IT
,18:47:00,84,Unknown
10:17:45,17:15:30,,
,16:43:27,83,Data
09:18:35,17:07:21,42,Unknown
08:24:01,,52,Unknown
10:30:02,18:46:55,68,IT
09:11:34,17:47:44,,Logistics
,Unknown,65,Data
08:04:36,,78,Marketing
09:19:41,17:29:55,76,Unknown
,Unknown,61,Data
,18:47:11,,
Unknown,18:35:10,cfasew,Accounting
Unknown,16:31:03,69,
08:13:47,,cfasew,Unknown
Unknown,16:32:49,54,Accounting
10:58:50,17:52:50,72,Product
08:38:47,Unknown,42,
Unknown,17:21:51,57,
08:50:33,17:41:42,39,Unknown
09:14:41,,45,Product
08:52:19,Unknown,40,Unknown
Unknown,Unknown,90,Accounting
10:56:53,18:41:09,cfasew,Unknown
09:21:03,Unknown,63,Unknown
10:25:29,,59,Sales
08:13:04,17:56:42,42,Logistics
10:27:13,17:04:07,41,Finance
Unknown,16:14:40,,IT
08:16:11,16:44:37,44,Data
09:35:08,Unknown,76,Sales
09:45:12,16:30:10,65,Unknown
08:21:14,17:37:07,,Sales
10:33:43,,cfasew,Logistics
08:37:14,,65,Product
10:21:07,17:33:18,48,Unknown
,Unknown,83,Marketing
Unknown,Unknown,36,IT
,16:08:40,,Sales
,17:34:19,38,Accounting
10:34:19,16:16:45,,Product
,18:24:33,,
09:15:33,,77,Unknown
08:00:32,Unknown,cfasew,
Unknown,17:56:10,72,Data
10:09:13,,52,Product
10:15:13,,57,Unknown
08:04:22,18:16:39,32,
,16:30:49,52,Sales
,18:46:58,49,Logistics
Unknown,Unknown,44,
08:51:30,17:32:20,57,Unknown
10:28:00,Unknown,,Unknown
10:42:18,17:02:35,40,Sales
09:16:17,Unknown,59,Logistics
08:50:22,,cfasew,Finance
09:46:21,Unknown,cfasew,Data
Unknown,18:11:15,cfasew,Marketing
,Unknown,56,
,Unknown,39,Unknown
08:06:04,17:39:08,61,Marketing
Unknown,18:09:56,75,Logistics
08:40:35,18:14:27,66,Sales
08:14:53,16:02:05,54,Data
08:57:08,17:35:15,80,Unknown
,16:42:57,76,IT
10:16:53,16:01:18,64,Data
,16:15:03,84,IT
09:45:33,17:06:09,33,Unknown
10:03:19,16:43:01,33,Logistics
10:09:15,16:34:54,cfasew,Finance
,,60,Accounting
09:06:26,16:04:12,cfasew,IT
09:12:21,16:39:11,,
Unknown,18:00:54,58,Data
Unknown,16:28:30,,Unknown
09:33:20,18:14:42,71,Data
09:42:12,17:32:22,,Unknown
08:34:37,18:45:05,73,
09:27:25,,86,Unknown
Unknown,17:17:43,39,Sales
09:43:23,16:52:54,cfasew,Data
,Unknown,,Product
08:58:08,18:44:01,,
09:40:03,,76,Product
10:51:19,16:53:14,70,Logistics
Unknown,18:55:18,cfasew,
,16:27:05,cfasew,Unknown
09:58:42,,31,Marketing
08:12:26,18:59:50,cfasew,IT
Unknown,18:09:26,cfasew,Sales
10:37:36,Unknown,cfasew,
10:06:19,18:57:52,,
08:25:12,18:37:54,84,Data
08:31:04,16:55:21,cfasew,Unknown
Unknown,17:59:03,79,
10:20:38,17:18:17,cfasew,Product
08:00:24,,53,Sales
,17:59:23,cfasew,Logistics
10:39:53,Unknown,80,IT
09:44:08,17:16:47,74,IT
09:19:10,,47,Product
Unknown,17:29:39,71,IT
09:41:49,16:57:58,,
10:42:13,17:04:27,54,
10:45:50,16:48:18,63,IT
10:10:20,17:14:32,cfasew,Data
Unknown,17:27:58,32,Marketing
10:01:39,,46,Finance
08:34:37,,62,Unknown
10:16:06,16:47:56,,Product
Unknown,16:58:34,68,
10:47:44,17:16:11,84,
10:01:34,17:00:48,56,Unknown
Unknown,17:02:34,69,
08:29:36,,52,Logistics
09:46:09,Unknown,,Marketing
Unknown,Unknown,53,Unknown
